epsilon,pAcc,t,ts,rhos,weight,theta0,theta1
0.31662331431982926,0.015,87,26,0.04068514133997478,0.05776825773685887,-1.0014847563023153,-1.1165548323896595
0.31662331431982926,0.015,87,63,0.04086049851678547,0.07691207275526178,1.76730404957075,0.664066395817503
0.31662331431982926,0.015,87,33,0.0410752458893121,0.05272897505316642,-1.0545215311735459,-1.0254370784053548
0.31662331431982926,0.015,87,74,0.04117984026439258,0.04625945678310155,-1.079783682002043,-0.9057583544582376
0.31662331431982926,0.015,87,53,0.041302084001480034,0.055177654982259274,0.9283816221407488,0.7990943238658363
0.31662331431982926,0.015,87,55,0.041533005408033334,0.04756227464498079,-1.0665653209191779,-0.9037217353193409
0.31662331431982926,0.015,87,11,0.04192716508606218,0.11486304792718974,-1.0608407397681443,-0.9537042625789862
0.31662331431982926,0.015,87,20,0.04201203344517514,0.06573396208390266,-1.1381866259492934,-0.9218327076430193
0.31662331431982926,0.015,87,16,0.04213959134352712,0.07653579252130545,-1.0725988613570367,-1.0510353261684964
0.31662331431982926,0.015,87,52,0.042354008126761086,0.04993580789149679,-1.234535856650598,-0.9949783300766477
0.31662331431982926,0.015,87,36,0.0427913320244143,0.05098593079722914,-0.9923160406450395,-0.9522705661335874
0.31662331431982926,0.015,87,75,0.0437187886479144,0.04653644646972344,-1.1019121181789928,-0.8837134520523868
0.31662331431982926,0.015,87,86,0.04372794966776293,0.05757861202637171,0.33270992453604586,1.0932231639209946
0.31662331431982926,0.015,87,9,0.04399646839691311,0.16459592130102174,1.2159802128439385,0.3370346829806642
0.31662331431982926,0.015,87,53,0.044095932097188914,0.07825743989135427,1.684368304463306,0.45782540744800343
0.31662331431982926,0.015,87,58,0.044867897548580574,0.15227068099640437,-0.466835592410737,1.9701037345665309
0.31662331431982926,0.015,87,17,0.04510657109316984,0.07063998924821749,-1.034603790023406,-0.7843833407719012
0.31662331431982926,0.015,87,30,0.045309897866788254,0.06255601027400096,1.0761579312238858,0.4239452110725821
0.31662331431982926,0.015,87,59,0.045347452732838654,0.04863190264994697,0.37887761756526783,0.4957005980224266
0.31662331431982926,0.015,87,77,0.04536714320858098,0.06841109478717806,1.6191854550332316,0.9971005789987477
0.31662331431982926,0.015,87,51,0.045768673149963864,0.06352958053929293,0.6684222174619094,1.3792453575813228
0.31662331431982926,0.015,87,38,0.04619759869609624,0.07913872297456723,1.5398970386587103,0.17370887964035087
0.31662331431982926,0.015,87,61,0.04634837268419627,0.04789664583514132,-1.0596908046985118,-1.0582557922998461
0.31662331431982926,0.015,87,30,0.046634642409229814,0.06917647136705178,1.404731860164234,0.9650146095214384
0.31662331431982926,0.015,87,41,0.04695065772621591,0.052220945902185345,-1.0069347544737608,-1.140843254625076
0.31662331431982926,0.015,87,71,0.04735225708241011,0.04761690433039876,-1.0355264992655853,-1.147768690352313
0.31662331431982926,0.015,87,53,0.04767104558175425,0.060077457396337186,1.0122068457880664,1.2017301850160687
0.31662331431982926,0.015,87,42,0.04785791195390093,0.05091581823982331,-1.0964302118370721,-0.8561508047609749
0.31662331431982926,0.015,87,66,0.04875738337356283,0.047447648716975245,-0.8017603690497653,-1.0662848245180363
0.31662331431982926,0.015,87,84,0.048842956024761595,0.04593203723706359,-0.9457082088776191,-0.9768391488312322
0.31662331431982926,0.015,87,52,0.049055627901162406,0.050205960228804115,-1.176522206216887,-1.1947143777363902
0.31662331431982926,0.015,87,44,0.04913148187146592,0.05123200795752927,-1.1050346861604332,-1.1088918200106537
0.31662331431982926,0.015,87,17,0.049228078648109644,0.07073300986194928,-0.9677410146165033,-0.9434474304440628
0.31662331431982926,0.015,87,60,0.04935118772945161,0.04667017225292783,-0.9080410274556643,-0.9351343140590738
0.31662331431982926,0.015,87,66,0.04978481447193044,0.04622459867048588,-0.8578251585082048,-0.9105515463433647
0.31662331431982926,0.015,87,41,0.049986385357221365,0.0525231047450972,-1.1498715144307727,-1.0821777619131643
0.31662331431982926,0.015,87,6,0.05042799231125189,0.36635078737583077,-0.9466096636756404,-0.7769450166963328
0.31662331431982926,0.015,87,41,0.050619925301481676,0.051480703562753735,-0.794111944316729,-1.0734691101759812
0.31662331431982926,0.015,87,21,0.050744605407448,0.07188211903531419,0.7278734841131493,1.2132003511546678
0.31662331431982926,0.015,87,79,0.050925194895972956,0.08775652472584113,-0.1891609640423193,1.5362745769367243
0.31662331431982926,0.015,87,17,0.05098421607976159,0.07046181401379185,-0.8240113803705273,-1.0088656495048403
0.31662331431982926,0.015,87,31,0.05120446170779915,0.05359151623197186,-0.9696184034305212,-0.9873213323442441
0.31662331431982926,0.015,87,15,0.0520975219891476,0.07921960033455872,-0.9202172740023495,-1.1085070555373004
0.31662331431982926,0.015,87,76,0.05226112734979452,0.046513798312350724,-1.0809673903077919,-0.8186525902774693
0.31662331431982926,0.015,87,74,0.052372972846655826,0.047687183163002,-0.9962586952083491,-1.211773882865388
0.31662331431982926,0.015,87,26,0.05281850188006532,0.05689438385079049,-1.0079330207589154,-0.9916253783009259
0.31662331431982926,0.015,87,63,0.05308571617856211,0.046528804281606634,-0.8973005876751474,-0.8584673578278426
0.31662331431982926,0.015,87,69,0.053196667955830834,0.04894885104515988,-1.0373666730027753,-1.2670675375416045
0.31662331431982926,0.015,87,39,0.05347195915416738,0.05117359111715071,-1.086896674485749,-0.9957229035709273
0.31662331431982926,0.015,87,64,0.0539866633747636,0.047684357252380544,-0.9494721000022491,-1.0182452689503463
0.31662331431982926,0.015,87,30,0.05400894250056978,0.06139045762561396,1.0376917619196226,0.6667454326081712
0.31662331431982926,0.015,87,43,0.05423576779032586,0.05114109627823726,-1.0180041178533559,-1.1341661985935685
0.31662331431982926,0.015,87,28,0.05438163288970591,0.05533321627746624,-0.9526164880533836,-0.9531871596550351
0.31662331431982926,0.015,87,22,0.05460479532232867,0.059056092359517344,-0.8184433879373845,-0.9554497813676833
0.31662331431982926,0.015,87,50,0.054675394807645675,0.06700983792086079,1.0052648443319496,1.5373127815424223
0.31662331431982926,0.015,87,20,0.05481239046596249,0.11007998725832496,1.9147485726957059,0.10744653454450526
0.31662331431982926,0.015,87,20,0.05498701447196954,0.07693019176564449,1.1177633128502225,1.2276998099356957
0.31662331431982926,0.015,87,78,0.05504626976927587,0.04728785417984038,-1.1738251208720167,-0.986037914291479
0.31662331431982926,0.015,87,17,0.05527107881993204,0.07099112087969314,-0.9011232341482575,-1.0311192608480142
0.31662331431982926,0.015,87,84,0.055744657737945645,0.04691475230360236,-1.119228964005,-0.9699487454917424
0.31662331431982926,0.015,87,59,0.05601530145754573,0.04873467368143051,-1.1028226776957206,-1.089922607887675
0.31662331431982926,0.015,87,63,0.05608863345838506,0.06356312190220985,0.9649354042970186,1.451147411439833
0.31662331431982926,0.015,87,63,0.05631525127250449,0.047779478000737584,-0.9728695912018537,-1.0554534964845774
0.31662331431982926,0.015,87,55,0.05642166395409973,0.04777585436007806,-0.7535655943486825,-1.0586626764941716
0.31662331431982926,0.015,87,34,0.056766609954785024,0.05120567154659706,-0.9419460879103999,-1.0253642182831344
0.31662331431982926,0.015,87,82,0.05682622143578617,0.04773618544152788,-0.897011568647984,-1.134671959622877
0.31662331431982926,0.015,87,53,0.056952941258825454,0.04698754273742868,-0.8796490068734057,-0.9287503500472587
0.31662331431982926,0.015,87,65,0.057163821834871786,0.04926413929067146,-1.1944899212829085,-1.0653303154041591
0.31662331431982926,0.015,87,41,0.057172045435265696,0.05176799557647432,-0.9890583208427999,-1.0928713885383337
0.31662331431982926,0.015,87,53,0.057799767532906374,0.04995086718535718,-1.176066023869717,-1.2171335006182467
0.31662331431982926,0.015,87,20,0.05785942202493211,0.06493048898230509,-1.0643080301350347,-0.9128551097135774
0.31662331431982926,0.015,87,77,0.05790180809024572,0.04765114354215266,-0.974151689242934,-1.2202448050258685
0.31662331431982926,0.015,87,47,0.05821837683480757,0.04855580563516521,-0.9681119299071033,-0.7484160593800534
0.31662331431982926,0.015,87,69,0.05852167377222137,0.04770366356350065,-1.164701772833725,-0.9854960913887444
0.31662331431982926,0.015,87,56,0.05856289510959164,0.04762531562631982,-0.8835605360336534,-1.0408134686476824
0.31662331431982926,0.015,87,66,0.058721382084857554,0.04780223505199225,-1.050780409659913,-1.0776902980466891
0.31662331431982926,0.015,87,24,0.05877839418293855,0.07398071297312112,1.0264285246232214,1.4445772758415694
0.31662331431982926,0.015,87,55,0.058843207380702346,0.04792948758135592,-1.1078789713564396,-0.9275674762587102
0.31662331431982926,0.015,87,35,0.05885209776577738,0.05323593424830476,-1.1193846629385462,-1.1954143199884775
0.31662331431982926,0.015,87,29,0.05894745737686207,0.06409281163233568,1.0193374955330694,0.10146523627192436
0.31662331431982926,0.015,87,16,0.05913244784097589,0.0873524739215522,0.9197594230155908,1.3823500322236042
0.31662331431982926,0.015,87,34,0.05922631476250895,0.05258981716076271,-1.1895214630179725,-0.882532595011116
0.31662331431982926,0.015,87,52,0.05925305769908937,0.04725464415882519,-0.9225692185708836,-0.8622697326111372
0.31662331431982926,0.015,87,51,0.05966501669804052,0.04832505904171027,-1.0397057222784136,-0.9295518605143084
0.31662331431982926,0.015,87,38,0.05984984066870759,0.06739547591452305,1.4083870685173285,1.180613143197343
0.31662331431982926,0.015,87,44,0.060311706198080406,0.04937225510210794,-0.7784989531243682,-0.9679795191743705
0.31662331431982926,0.015,87,32,0.06051489340658289,0.054372322224799687,-1.1362046133969677,-0.8716783439873451
0.31662331431982926,0.015,87,46,0.060806968857859765,0.04880539289966492,-0.9181213574360266,-0.8954886889266913
0.31662331431982926,0.015,87,39,0.06086212964537512,0.05087182070919943,-1.0530742952878593,-0.9747725124016421
0.31662331431982926,0.015,87,68,0.06105913111957953,0.046210060210389745,-0.931346166506356,-0.9444573736912684
0.31662331431982926,0.015,87,21,0.061370536255225226,0.07216475450357146,0.46695424101261274,1.231299723277021
0.31662331431982926,0.015,87,52,0.06155610362491085,0.047904256852578944,-0.9439856949090601,-0.9948579383126183
0.31662331431982926,0.015,87,18,0.06176720555803395,0.06836637775145006,-0.9685495698027471,-0.978269893839088
0.31662331431982926,0.015,87,70,0.06230687572841095,0.06312783194828427,1.384163171749666,0.6425728256165959
0.31662331431982926,0.015,87,54,0.06237660099831673,0.09437689294160624,0.5372704210478825,2.050026538035642
0.31662331431982926,0.015,87,13,0.06279063181936065,0.1041870746019962,1.421437298893018,1.0182040434001163
0.31662331431982926,0.015,87,83,0.0629611618705582,0.04744988446843153,-1.098636610052093,-1.0226133177937506
0.31662331431982926,0.015,87,43,0.062978051992324,0.051851240716582,-1.20497444010896,-1.0679978383193827
0.31662331431982926,0.015,87,30,0.0630316829132536,0.052983609810535834,-0.9551518302652193,-0.7808718883121301
0.31662331431982926,0.015,87,9,0.06338816311978546,0.17033896613500762,1.1622478172042006,1.103684038120303
0.31662331431982926,0.015,87,81,0.06361701460546529,0.05557403024425502,1.0463455571921945,0.6430801223368976
0.31662331431982926,0.015,87,57,0.06366408770761321,0.047239571760103,-1.0134116636373383,-0.931331705824376
0.31662331431982926,0.015,87,42,0.06439457928606764,0.06903335208880028,0.6540237408336723,1.4981779330937763
0.31662331431982926,0.015,87,27,0.06458531985209268,0.05822673989558265,-1.0837620187847337,-1.1438471059813475
0.31662331431982926,0.015,87,16,0.06463605532430497,0.07518889147839619,-0.9913183950365166,-0.9643294478358404
0.31662331431982926,0.015,87,52,0.06467172983693728,0.08446334677992055,0.31015347355772727,1.764408093224369
0.31662331431982926,0.015,87,44,0.06472836211878528,0.050185858350635965,-1.0543578406072112,-0.9420915570882049
0.31662331431982926,0.015,87,78,0.06487622303399408,0.0798538032508165,0.7692929236402684,1.9370153911903982
0.31662331431982926,0.015,87,31,0.06487669316572021,0.05434480588687231,-1.0748388470195496,-1.0169530870433139
0.31662331431982926,0.015,87,64,0.06502801139088618,0.04759282113470051,-0.9550699480283913,-1.000625372355653
0.31662331431982926,0.015,87,78,0.06517867810268238,0.0472285586677409,-1.0442188900710698,-1.148108513167254
0.31662331431982926,0.015,87,70,0.06520410098571167,0.0463276418283767,-0.9783179907254779,-0.8750694444388618
0.31662331431982926,0.015,87,40,0.0652967471944736,0.05191625794176213,-1.1332964662157523,-1.0903914003184212
0.31662331431982926,0.015,87,5,0.06540687913473239,0.5216962232343559,1.4931578182432075,0.5673313644911175
0.31662331431982926,0.015,87,59,0.06563800477694508,0.08890058250002028,1.8201625020406622,0.33032541416510786
0.31662331431982926,0.015,87,70,0.0656996208662471,0.04657481550673229,-0.7917542986657877,-1.0037852838066645
0.31662331431982926,0.015,87,49,0.06576058377464511,0.06367350127403006,1.3606200341294072,0.8309685553999091
0.31662331431982926,0.015,87,29,0.0658530836569135,0.17400174299550047,2.13801960365129,-0.5126820347123047
0.31662331431982926,0.015,87,22,0.06589760134906389,0.06067955697847738,-0.930211947692366,-1.1131790582619363
0.31662331431982926,0.015,87,13,0.06596800816904769,0.09207160021064982,-0.9645438290153883,-1.1105355895303148
0.31662331431982926,0.015,87,56,0.06635319078419195,0.05951083564600467,0.8795006604380935,1.2292575314100278
0.31662331431982926,0.015,87,85,0.06643763956217001,0.046336247880268154,-0.9023350813431482,-1.0197727521984374
0.31662331431982926,0.015,87,22,0.06648768419934302,0.06117024450073562,-1.0711757644399222,-1.086332563255277
0.31662331431982926,0.015,87,61,0.06650466023453822,0.059515483565006175,0.7592520498224555,1.2932717959058353
0.31662331431982926,0.015,87,52,0.06663689716066488,0.048889956560480355,-1.1371079174763796,-0.8923812582276848
0.31662331431982926,0.015,87,51,0.06677565602050767,0.04777829118652956,-0.9830715320887979,-0.8393338139452471
0.31662331431982926,0.015,87,30,0.06682328505782509,0.06892469112053475,0.8551661020034879,1.421229992008814
0.31662331431982926,0.015,87,34,0.06692637262561237,0.051088485878873435,-0.8832263421825342,-1.0263516901610232
0.31662331431982926,0.015,87,53,0.067223863057847,0.04686316056305347,-0.8551370280734576,-0.9154167532074976
0.31662331431982926,0.015,87,70,0.06803742493003849,0.04739409369347118,-1.0754133054802741,-1.0287896258165325
0.31662331431982926,0.015,87,86,0.06815677586432341,0.04904490560636558,-1.1037119157998039,-0.8713433138460851
0.31662331431982926,0.015,87,73,0.06857131529050454,0.09401982021194322,0.8436955196507554,2.2041649047743235
0.31662331431982926,0.015,87,65,0.06867395542241571,0.04809551583183404,-0.800510042712364,-1.076686549027934
0.31662331431982926,0.015,87,40,0.0686842771924001,0.10425872401842688,0.16393719638071347,1.9684823446318016
0.31662331431982926,0.015,87,54,0.06887560191419746,0.06353976213610749,0.4171261776917703,1.32288274958629
0.31662331431982926,0.015,87,25,0.0688857840364048,0.06327516110506683,0.6862709490080874,0.9893007900637446
0.31662331431982926,0.015,87,63,0.0690561571510494,0.0477844956748817,-0.8941544703569211,-1.071311937552934
0.31662331431982926,0.015,87,57,0.06937119618318889,0.07083111981243485,1.657100871358542,0.95446666333624
0.31662331431982926,0.015,87,54,0.06946397055295954,0.06880481707412085,1.5697911183922149,0.8047701357383706
0.31662331431982926,0.015,87,78,0.0694787341725428,0.04609068307847839,-1.0217487336651683,-0.9653361702160155
0.31662331431982926,0.015,87,61,0.0695727418452902,0.047553682974364304,-1.0798322209073108,-0.9026696703764657
0.31662331431982926,0.015,87,60,0.06960320346122555,0.04781084022123756,-1.055773587749401,-1.0398289056021413
0.31662331431982926,0.015,87,40,0.0697306746222726,0.050286351666526743,-1.0134839425667181,-0.824674331986101
0.31662331431982926,0.015,87,62,0.06982541174966826,0.050621152857058385,-0.8216645910313121,-1.2938371579774555
0.31662331431982926,0.015,87,20,0.07006505817578025,0.07278500080765925,0.23236907067076018,1.1344151045125614
0.31662331431982926,0.015,87,40,0.07014911509176079,0.04966074897404714,-0.9317881632735577,-0.7852744010594738
0.31662331431982926,0.015,87,62,0.07015093862307854,0.06112960987281102,0.8486623803736053,1.3593456091726823
0.31662331431982926,0.015,87,19,0.07032973282946516,0.1067484569116126,1.8273107943708309,0.02882879109053349
0.31662331431982926,0.015,87,67,0.07034702973290353,0.048247907501751036,-1.0510497255222944,-1.1769411449980178
0.31662331431982926,0.015,87,15,0.07123196108902022,0.07666022416653877,-0.8851502544213208,-0.8161089513019022
0.31662331431982926,0.015,87,35,0.07124654208411493,0.05126190647532702,-0.9037951706495069,-1.0335896873418984
0.31662331431982926,0.015,87,59,0.07129782426046244,0.04764342458372271,-0.9472448476432217,-1.0190892510736274
0.31662331431982926,0.015,87,76,0.07131872643706914,0.046695402814292485,-1.0959847078902425,-0.9692024653586973
0.31662331431982926,0.015,87,10,0.07135774162295863,0.13817749184395126,1.2323500404822463,0.6600159412376385
0.31662331431982926,0.015,87,82,0.07145891707004756,0.05798634779010558,-0.19442619555517787,0.8547111458573626
0.31662331431982926,0.015,87,62,0.07164493716109183,0.06400909494991863,0.69432314975781,1.457432340167133
0.31662331431982926,0.015,87,82,0.07180763475569611,0.047421804860469104,-1.009253827026451,-1.0877696326972792
0.31662331431982926,0.015,87,76,0.07195347356419467,0.04538176954336096,-0.9280617984182196,-0.8447810428373858
0.31662331431982926,0.015,87,55,0.07218954233371593,0.06183865631766594,0.5323703058429876,1.3105127241708463
0.31662331431982926,0.015,87,9,0.07220439007094782,0.16208946321021375,-0.9545754940265239,-0.9820747715767101
0.31662331431982926,0.015,87,67,0.0724480237392956,0.06426738309908084,0.3753005050652043,1.3809263866183874
0.31662331431982926,0.015,87,86,0.07247127920258016,0.04932749955658417,-0.9935617235811864,-1.117555819038275
0.31662331431982926,0.015,87,47,0.07292928300571926,0.0509726027877055,-1.0688119293775173,-1.1993061870836192
0.31662331431982926,0.015,87,35,0.0729931523717127,0.10210846755174667,0.4963994839721474,2.1134700054705133
0.31662331431982926,0.015,87,54,0.07309860243217531,0.05642661371768054,0.961681612061787,0.9375723707994275
0.31662331431982926,0.015,87,50,0.07343307965924223,0.0688769925784418,0.0048669865439834314,1.2515970750234455
0.31662331431982926,0.015,87,36,0.07402390884939601,0.050109958921789016,-0.8564154931266221,-0.8823182985455642
0.31662331431982926,0.015,87,39,0.07408557835604415,0.05110919024645939,-1.0216234009380998,-1.0552892477584426
0.31662331431982926,0.015,87,75,0.07413199148778668,0.04712427293530808,-1.1634745550717562,-0.9398900860255783
0.31662331431982926,0.015,87,41,0.07419650887745198,0.0511056979029337,-1.002670616158726,-0.9783362860671196
