epsilon,pAcc,t,ts,rhos,weight,theta0,theta1
0.31662331431982926,0.015,87,61,0.004518946542166956,0.04729351150121822,-1.0009821483908254,-0.9957618091426885
0.31662331431982926,0.015,87,8,0.010932480390078438,0.22660714505251314,1.9807554528040292,-0.021271005557818246
0.31662331431982926,0.015,87,29,0.011458802954092831,0.054119894006719904,-1.0483928866022851,-0.9348683700477739
0.31662331431982926,0.015,87,78,0.011765631031859954,0.05311310749681508,0.6715201622457396,0.9812130402465821
0.31662331431982926,0.015,87,80,0.01267673875902696,0.046971999081580104,-1.0453791658624634,-1.0065421128480376
0.31662331431982926,0.015,87,67,0.012747200793083294,0.049523906289583745,-0.9835113471297992,-1.2904401712594218
0.31662331431982926,0.015,87,73,0.01444117122115733,0.04631388026965212,-1.0880466393666297,-0.9999108774959216
0.31662331431982926,0.015,87,66,0.014479519659830365,0.04824019907029882,-1.1411730911615887,-1.0615055119053773
0.31662331431982926,0.015,87,62,0.014593286726158877,0.04732495458846351,-0.9717918560461473,-1.018985972174774
0.31662331431982926,0.015,87,65,0.01467148126107954,0.04922546217339939,-1.2068104604338892,-0.9331681926457869
0.31662331431982926,0.015,87,75,0.015054969743734506,0.046967840792919074,-1.0144297545501229,-1.1252830100728448
0.31662331431982926,0.015,87,8,0.017747293321324235,0.20621923708229145,-1.1965389811667075,-0.9601015851765167
0.31662331431982926,0.015,87,65,0.01787220353998179,0.04923013123485201,-0.8905001772896891,-1.1893366800534422
0.31662331431982926,0.015,87,52,0.01838468220569285,0.057635886766287364,1.0304202077853926,0.33895617452748783
0.31662331431982926,0.015,87,77,0.019107043799447745,0.04544251894078133,-0.8565906342914172,-0.9811100015884395
0.31662331431982926,0.015,87,79,0.019832757315353635,0.04726587971209025,-1.1004564801817427,-1.119293634887099
0.31662331431982926,0.015,87,63,0.02040548901232054,0.04747147093253066,-1.0077736384176332,-0.9747022419269729
0.31662331431982926,0.015,87,79,0.02114271240971629,0.05285531203329734,0.8769247069204877,0.8256644246369909
0.31662331431982926,0.015,87,52,0.02134834606590712,0.047964568396108014,-0.9263928857927312,-1.0119063693621533
0.31662331431982926,0.015,87,6,0.021375511604053852,0.36950002138655785,0.9344730429093281,1.0058276065955039
0.31662331431982926,0.015,87,19,0.02150426306227446,0.07838164644409205,1.3375853403835591,0.4941553584188594
0.31662331431982926,0.015,87,85,0.022164399396508865,0.04741649004176745,-1.0804686106525232,-1.1015898767528047
0.31662331431982926,0.015,87,45,0.02308628094506409,0.05040104469961287,-1.0736506220796393,-0.9406607110983991
0.31662331431982926,0.015,87,52,0.023806421806868608,0.04826240457219981,-0.9052752134845695,-1.056386350263198
0.31662331431982926,0.015,87,69,0.024221892598644486,0.05257526304136025,0.2104701163722374,0.84788172842425
0.31662331431982926,0.015,87,76,0.024252765641010424,0.04625829540259521,-0.9150237786636479,-1.0361109649311397
0.31662331431982926,0.015,87,33,0.02454972992937589,0.053262429864432824,-1.1235609959619914,-1.0390363548730694
0.31662331431982926,0.015,87,66,0.02603941229340539,0.04797639298713076,-1.0972743755702217,-1.0665602495443418
0.31662331431982926,0.015,87,50,0.026134685662982785,0.10942501615943746,1.9158428994726258,0.009645102567483521
0.31662331431982926,0.015,87,18,0.026159366316756735,0.06867306652378485,-1.033759709038712,-0.9466841737193628
0.31662331431982926,0.015,87,57,0.026267327584991423,0.046430838715145306,-0.9180877491502647,-0.8098086636955898
0.31662331431982926,0.015,87,16,0.02714198066233637,0.07701770771199051,-1.1199624472089493,-1.0549291357828459
0.31662331431982926,0.015,87,75,0.027206326932934195,0.045861489721494335,-0.9865063672901684,-0.9543353718392625
0.31662331431982926,0.015,87,83,0.02757476896367057,0.06054986305763481,0.2028756860130544,1.187608945787498
0.31662331431982926,0.015,87,67,0.027910884866746987,0.05856259433980623,1.174815190114764,1.0384429546467198
0.31662331431982926,0.015,87,83,0.027986376714986032,0.045983388413702204,-0.9404132783910455,-0.8476894330558061
0.31662331431982926,0.015,87,47,0.028852335965546906,0.058602732927425634,0.8320468906135225,1.1135297129972437
0.31662331431982926,0.015,87,74,0.029312867179099283,0.1811985014570806,0.18125926904318254,2.6290399726888474
0.31662331431982926,0.015,87,15,0.029501037987128224,0.07814336674732117,-0.9918931551761316,-0.9231077874842386
0.31662331431982926,0.015,87,36,0.029621279457755556,0.0520561803625951,-1.0017794070672303,-1.1173377259937358
0.31662331431982926,0.015,87,28,0.029824873939774208,0.056093003046259214,-0.9025056540061751,-1.0814515476568025
0.31662331431982926,0.015,87,84,0.030223603472760763,0.06171977668636113,0.7360219139164325,1.4258104263184441
0.31662331431982926,0.015,87,77,0.030325683266745635,0.0681876171471692,1.4151753850222424,0.34906358311993985
0.31662331431982926,0.015,87,53,0.03063056931372966,0.07779920892834367,0.025271114702331315,1.4737422448716806
0.31662331431982926,0.015,87,21,0.030727043424278982,0.06222530213658232,-0.9891477646440436,-0.9604397855928268
0.31662331431982926,0.015,87,17,0.030784366238422473,0.13538776922451476,2.1285956497355434,-0.17540461612303082
0.31662331431982926,0.015,87,26,0.031151444819557964,0.05765219392429639,-1.1014500785214485,-1.0177965418089598
0.31662331431982926,0.015,87,50,0.031532333535628704,0.048757676840256836,-0.9399684793719416,-1.0571411842469864
0.31662331431982926,0.015,87,29,0.031631395559337465,0.05398229928870611,-1.0348030389451308,-0.9235590160519711
0.31662331431982926,0.015,87,56,0.031661695328056,0.04695828188072969,-0.9175194808747437,-0.9217296775803707
0.31662331431982926,0.015,87,74,0.03177017512949331,0.053536208903442406,0.969372113766482,0.7088029936237472
0.31662331431982926,0.015,87,81,0.032021647913732715,0.06085871154392426,0.4419894930747482,1.3068325412796549
0.31662331431982926,0.015,87,71,0.03206169155457019,0.07972550036393154,0.3412677167685805,1.7238881730194466
0.31662331431982926,0.015,87,63,0.032156123764998615,0.0473455972577492,-1.0305001794274085,-0.8198631375752752
0.31662331431982926,0.015,87,58,0.032682108121432,0.04833630818662178,-1.084780593491896,-1.1101851114474544
0.31662331431982926,0.015,87,21,0.03290906670991848,0.06331405122750923,-1.1036940829456507,-0.9920280342617703
0.31662331431982926,0.015,87,25,0.033031339416220745,0.056639737715157616,-0.9489214545678484,-1.0068784304372986
0.31662331431982926,0.015,87,66,0.03306805831132338,0.05447794736288927,0.7787574522711898,0.985990122519689
0.31662331431982926,0.015,87,84,0.0333125608229029,0.08206741142034167,0.3411941842902846,1.7924474073080123
0.31662331431982926,0.015,87,45,0.03333380279254842,0.06677040455775436,1.3561169793618064,0.4409978434258409
0.31662331431982926,0.015,87,59,0.033502578987589286,0.07124298805382513,1.195616464448226,-0.12924666708007249
0.31662331431982926,0.015,87,79,0.03367602957015882,0.0632002151042323,0.9599312830237929,1.50407161138655
0.31662331431982926,0.015,87,57,0.03375326436744179,0.04740840887390759,-0.9935558264342503,-1.00185076778032
0.31662331431982926,0.015,87,83,0.033773537069716066,0.07733420821416137,1.5003836076235904,0.1356062886173559
0.31662331431982926,0.015,87,45,0.033788674316780766,0.04972915046656711,-0.9698081646545833,-0.9388180707108413
0.31662331431982926,0.015,87,86,0.03400218376413419,0.0545386894690005,0.8215107171211911,0.8482643377605852
0.31662331431982926,0.015,87,58,0.034062232539761296,0.05504906667919186,0.7325623044990333,1.0368794862375998
0.31662331431982926,0.015,87,67,0.03455620703388943,0.04677495671803328,-0.9097475072957091,-1.0299247462354053
0.31662331431982926,0.015,87,37,0.03494702191273535,0.06336862154181883,0.13874102159800494,1.1169159828105288
0.31662331431982926,0.015,87,42,0.03505393210041516,0.053561196578930284,-1.2888139793197246,-0.8032864259083299
0.31662331431982926,0.015,87,85,0.03570402774647282,0.046506972337764935,-0.8983623391704394,-1.0428406251736195
0.31662331431982926,0.015,87,22,0.03629876140265872,0.06020250736977835,-0.9689851667620829,-1.03522874620384
0.31662331431982926,0.015,87,82,0.036393971931671695,0.04728314047011102,-1.0752376974885456,-1.0045227166613395
0.31662331431982926,0.015,87,12,0.03644378774701646,0.1021658216116125,-0.9073995171473919,-1.1515378149094526
0.31662331431982926,0.015,87,63,0.036653999726289195,0.0474959030062746,-0.9928314080700713,-0.9959367333799252
0.31662331431982926,0.015,87,68,0.03666604246240538,0.06403215837734792,1.4060241296628724,0.6194111070511524
0.31662331431982926,0.015,87,80,0.03752880551939732,0.0597448668216429,0.567645941761733,1.3107628270783094
0.31662331431982926,0.015,87,69,0.03766404625852382,0.04656592742634764,-0.9955268502187689,-0.9918745992722879
0.31662331431982926,0.015,87,52,0.03768366690759767,0.05772691267030481,0.9260801886121435,1.0606398910926653
0.31662331431982926,0.015,87,56,0.03770079444526518,0.17759263400956873,-0.03326459734931064,2.477952824028323
0.31662331431982926,0.015,87,73,0.03774912835864364,0.045260047882184073,-0.9385222574858058,-0.925947386545514
0.31662331431982926,0.015,87,66,0.03872879757354318,0.06912438095357387,0.40051670289518915,1.5074701853551657
0.31662331431982926,0.015,87,70,0.038730493734441866,0.06728518170711233,0.8604249365902445,1.6154160714526609
0.31662331431982926,0.015,87,76,0.03912591987868282,0.047532136026795506,-1.1812407111058114,-1.0344459486215971
0.31662331431982926,0.015,87,55,0.039587409146492065,0.046549792942875715,-0.8798686453434383,-0.9014345072823305
0.31662331431982926,0.015,87,13,0.03978210803358752,0.0893789322444177,-0.8927903775895301,-0.8946471773140597
0.31662331431982926,0.015,87,67,0.03984146145149985,0.060864405240997434,0.7581217856549627,1.371646263739886
0.31662331431982926,0.015,87,22,0.04040885431971649,0.07679306993077616,0.3119570693346573,1.4176145038458292
